tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0087258	movie	Final Justice	Final Justice	0	1984	\N	90	Action,Crime,Drama
tt0352000	movie	Ye er liang kai geting	Ye er liang kai geting	0	1992	\N	\N	Comedy
tt3593674	movie	Tommysaurus Rex	Tommysaurus Rex	0	\N	\N	\N	Fantasy
tt0495887	movie	Het schaduwrijk	Het schaduwrijk	0	1993	\N	92	\N
tt0134428	movie	Can't Beat the Feeling	Can't Beat the Feeling	1	1988	\N	73	Adult
tt1051716	movie	La parálisis cerebral	La parálisis cerebral	0	1999	\N	\N	Documentary
tt1380182	movie	Poruginti Pulla Koora	Poruginti Pulla Koora	0	1976	\N	\N	\N
tt0076524	movie	Paradistorg	Paradistorg	0	1977	\N	113	Drama
tt0126421	movie	My Heart Is Mine Alone	Mein Herz - Niemandem!	0	1997	\N	90	Biography,Drama
tt0331261	movie	Hum Log	Hum Log	0	1951	\N	144	Drama
tt0083888	movie	The Simple-Minded Murderer	Den enfaldige mördaren	0	1982	\N	108	Drama
tt1212083	movie	Ekklisiastiki xyloglyptiki	Ekklisiastiki xyloglyptiki	0	1982	\N	45	Documentary
tt11138294	movie	Da guo chang jiang qu: Towards the river of glorious	Da guo chang jiang qu: Towards the river of glorious	0	2019	\N	99	War
tt0177385	movie	Western Hearts	Western Hearts	0	1921	\N	\N	Western
tt0270884	movie	Christmas Present	Christmas Present	0	1985	\N	70	Comedy,Drama,Family
tt8236836	movie	The Bone Story aka DogYDog	The Bone Story aka DogYDog	0	\N	\N	\N	Animation
tt1634274	movie	Ambition	Ambition	0	\N	\N	\N	Family
tt12785118	movie	Famously Unknown	Famously Unknown	0	\N	\N	\N	Comedy
tt2338038	movie	Rain	Rain	0	2012	\N	84	Documentary
tt0136758	movie	How to Be Single in Rio	Como Ser Solteiro	0	1998	\N	95	Comedy
tt0062528	movie	Zwariowana noc	Zwariowana noc	0	1967	\N	73	Action,Adventure,War
tt0886691	movie	I'm Seducible	I'm Seducible	0	2006	\N	76	Drama
tt9494120	movie	Christian Dilemmas: The Secret History Of The Bible	Christian Dilemmas: The Secret History Of The Bible	0	2017	\N	139	Documentary
tt10662360	movie	Happiness Machine	Happiness Machine	0	2019	\N	74	Animation
tt11275360	movie	Blossom	Blossom	0	\N	\N	\N	Drama
tt3501702	movie	Til Death Do Us Part	Til Death Do Us Part	0	2014	\N	90	Horror,Thriller
tt0137895	movie	The King Goes Forth to France	Kuningas lähtee Ranskaan	0	1986	\N	80	Comedy,Drama,History
tt0019316	movie	The Red Mark	The Red Mark	0	1928	\N	80	Drama
tt14277322	movie	The Blackwell Ghost 5	The Blackwell Ghost 5	0	2020	\N	72	Horror
tt13589392	movie	Arnaldo, Sessenta	Arnaldo, Sessenta	0	2020	\N	\N	Documentary,Music
tt14877940	movie	Life Before Twitter	Life Before Twitter	0	2021	\N	\N	Documentary
tt0255959	movie	Doxobus	Doxobus	0	1987	\N	105	Adventure,Drama
tt3228306	movie	Cautivas	Cautivas	0	2011	\N	46	Biography,Documentary
tt2658656	movie	I Approve This Message	I Approve This Message	0	2015	\N	72	Documentary
tt10188020	movie	Kung Pow Chicken	Kung Pow Chicken	0	2019	\N	82	Animation
tt7681594	movie	Veeraiyan	Veeraiyan	0	2017	\N	\N	Action,Romance
tt1394275	movie	À plein sexe	À plein sexe	1	1977	\N	80	Adult
tt0129278	movie	Orgulho	Orgulho	0	1953	\N	\N	Documentary
tt0291021	movie	Armiya 'Tryasoguzki'	Armiya 'Tryasoguzki'	0	1964	\N	84	Family
tt6273180	movie	Provider	Provider	0	\N	\N	\N	Drama
tt10468860	movie	Thereabouts Colombia	Thereabouts Colombia	0	2017	\N	\N	Documentary
tt2078656	movie	Krisis	Krisis	0	1953	\N	\N	Drama
tt0471818	movie	Divorce Attorney	Mohami khulaa	0	2002	\N	112	Comedy
tt1543281	movie	Feng huo	Feng huo	0	2008	\N	85	Drama,War
tt7645798	movie	A White Lie	A White Lie	0	\N	\N	\N	Biography,Drama,Thriller
tt3812388	movie	Never Forget: Public Memory & 9/11	Never Forget: Public Memory & 9/11	0	2014	\N	82	Documentary,History,News
tt14266190	movie	Kalachakra, A Journey to Enlightenment	Kalachakra, A Journey to Enlightenment	0	2021	\N	60	Documentary
tt0190447	movie	Head On	Head On	0	1988	\N	\N	\N
tt0137502	movie	Un español en la corte del rey Arturo	Un español en la corte del rey Arturo	0	1964	\N	48	History,Musical
tt0279767	movie	Delicesine	Delicesine	0	1976	\N	80	Adventure
tt1886596	movie	Le glaive brisé	Le glaive brisé	0	1998	\N	\N	Documentary
tt0096263	movie	Gunmen	Tin law dei mong	0	1988	\N	87	Action,Drama,Western
tt0050203	movie	Bolond április	Bolond április	0	1957	\N	95	Comedy,Romance
tt0371164	movie	Sandra	Sandra	0	1959	\N	75	Drama,Romance
tt0464632	movie	Roots	Bednye rodstvenniki	0	2005	\N	103	Comedy,Drama
tt0138020	movie	Piata Universitatii - Romania	Piata Universitatii - Romania	0	1991	\N	72	Documentary
tt8362940	movie	Mabat Koev	Mabat Koev	0	1994	\N	93	Drama
tt14307934	movie	The 7th Chakra	The 7th Chakra	0	\N	\N	\N	Thriller
tt0030518	movie	Old Bones of the River	Old Bones of the River	0	1938	\N	90	Comedy
tt3365380	movie	Pause	Pause	0	2014	\N	108	Comedy
tt11286640	movie	Nowhere Special	Nowhere Special	0	2020	\N	96	Drama
tt7062504	movie	Uvies Princess of the Night	Uvies Princess of the Night	0	2018	\N	\N	Drama
tt0292004	movie	Firefly Dreams	Ichiban utsukushî natsu	0	2001	\N	105	Drama
tt2392654	movie	L'ariamara	L'ariamara	0	2005	\N	\N	Action,Crime,Drama
tt0023736	movie	Acciaio	Acciaio	0	1933	\N	67	Drama
tt0249061	movie	Nothing Counts But Love	Nothing Counts But Love	0	1952	\N	\N	\N
tt0315176	movie	The American Shame	The American Shame	0	2001	\N	\N	\N
tt7253506	movie	Joan Didion: The Center Will Not Hold	Joan Didion: The Center Will Not Hold	0	2017	\N	94	Documentary
tt0046899	movie	Demetrius and the Gladiators	Demetrius and the Gladiators	0	1954	\N	101	Action,Drama,History
tt11535212	movie	Les Lions de Cannes 2018: Les meilleures publicités au monde	Les Lions de Cannes 2018: Les meilleures publicités au monde	0	2018	\N	100	\N
tt0194794	movie	From My Neighborhood with Love	De mi barrio con amor	0	1996	\N	100	Comedy,Romance
tt0178544	movie	H2S	H2S	0	1969	\N	85	Drama,Sci-Fi
tt3169456	movie	Creedmoria	Creedmoria	0	2016	\N	90	Comedy,Drama
tt1665418	movie	Dorfman in Love	Dorfman	0	2011	\N	92	Comedy,Drama,Romance
tt1340628	movie	Young Widow: Naked in the Memorial Playground	Young Widow: Naked in the Memorial Playground	0	2008	\N	61	Documentary
tt11355208	movie	O	O	0	2019	\N	\N	Horror
tt0169762	movie	Dialogue 20-40-60	Dialóg 20-40-60	0	1968	\N	78	Drama
tt0119330	movie	Hundred Percent	Hundred Percent	0	1998	\N	103	Comedy
tt0338020	movie	The Face at the Window	The Face at the Window	0	2004	\N	\N	Drama
tt2041381	movie	Isn't It Delicious	Isn't It Delicious	0	2013	\N	104	Comedy,Drama
tt0781382	movie	Gentleman Jack et la crise du charbon	Gentleman Jack et la crise du charbon	0	1922	\N	\N	\N
tt0199442	movie	Da luo jian xia	Da luo jian xia	0	1970	\N	78	Action
tt6258462	movie	The Blockbusters	The Blockbusters	0	\N	\N	\N	Adventure,Comedy
tt0024647	movie	The Telegraph Trail	The Telegraph Trail	0	1933	\N	54	Action,Adventure,Romance
tt15485250	movie	Bagong paligo	Bagong paligo	0	2013	\N	60	Drama
tt0340116	movie	Fo guang xia ying	Fo guang xia ying	0	1990	\N	\N	Thriller
tt4410722	movie	Modern Nature	Modern Nature	0	2015	\N	48	Documentary,History,Music
tt0880654	movie	Von Kirschen und anderen Dingen	Von Kirschen und anderen Dingen	0	2004	\N	58	Documentary
tt4019644	movie	Thewada Doen Din	Thewada Doen Din	0	1975	\N	\N	Thriller
tt0287618	movie	Pink Salon: 'We're Waiting for You with Tissue Paper'	Osawari salon: Oshibori de omachishimasu	0	1977	\N	70	Drama
tt1132141	movie	The Campus	The Campus	0	2005	\N	\N	Crime,Drama,Romance
tt4335060	movie	Survival of a Small City	Survival of a Small City	0	1987	\N	58	Documentary
tt1105747	movie	Yuvvraaj	Yuvvraaj	0	2008	\N	151	Comedy,Drama,Musical
tt0373930	movie	Mi piace lavorare (Mobbing)	Mi piace lavorare (Mobbing)	0	2004	\N	89	Drama
tt0046880	movie	Cronaca di un delitto	Cronaca di un delitto	0	1953	\N	\N	Crime,Drama,Thriller
tt0240470	movie	Los Díaz de Doris	Los Díaz de Doris	0	1999	\N	102	Drama
tt2526462	movie	Erroll Garner: No One Can Hear You Read	Erroll Garner: No One Can Hear You Read	0	2012	\N	53	Documentary
tt2094749	movie	9 to 12	9 to 12	0	2011	\N	115	Drama,Musical,Thriller
tt11785762	movie	Tattooed She-Killer	Tattooed She-Killer	0	1999	\N	\N	Action
tt0286664	movie	Gudgudee	Gudgudee	0	1997	\N	138	Musical,Romance
tt4378688	movie	Diamonds High	Diamonds High	0	1988	\N	80	Action
tt1864302	movie	Die schönste Nebensache der Welt	Die schönste Nebensache der Welt	0	2009	\N	56	Documentary,Sport
tt10217226	movie	Cuadras Largas	Cuadras Largas	0	2019	\N	\N	Thriller
tt9158346	movie	The Itch	The Itch	0	2018	\N	\N	Comedy
tt9827998	movie	Pearl Part 2	Pearl Part 2	0	2019	\N	\N	Thriller
tt0365737	movie	Syriana	Syriana	0	2005	\N	128	Drama,Thriller
tt15046690	movie	Blood Resurrection	Blood Resurrection	0	2021	\N	\N	Mystery
tt3180402	movie	Getting Schooled	Getting Schooled	0	2017	\N	83	Comedy,Horror
tt0014846	movie	A Desperate Chance	A Desperate Chance	0	1925	\N	\N	Western
tt0232529	movie	Reporter Raju	Reporter Raju	0	1962	\N	138	Action,Crime,Drama
tt4628848	movie	Damned Oasis	Damned Oasis	0	\N	\N	\N	Horror
tt9335972	movie	When Wrestling Was Real III	When Wrestling Was Real III	0	\N	\N	\N	Action
tt0249769	movie	Love Is Madness	Lyubovta e ludost	0	1917	\N	56	Comedy
tt1721108	movie	Tigry na ldu	Tigry na ldu	0	1971	\N	80	Family
tt7957608	movie	One Million American Dreams	One Million American Dreams	0	2018	\N	90	Documentary
tt12481312	movie	Autopsie d'une interview à Dubaï (Carnet Filmé: 12 et 13 avril 2012)	Autopsie d'une interview à Dubaï (Carnet Filmé: 12 et 13 avril 2012)	0	2012	\N	66	Documentary
tt0231415	movie	Dada	Dada	0	1966	\N	\N	Action,Crime,Thriller
tt0011886	movie	Wuthering Heights	Wuthering Heights	0	1920	\N	90	Drama
tt0350050	movie	Revenge of the Unhappy Campers	Revenge of the Unhappy Campers	0	2002	\N	102	Comedy,Horror,Thriller
tt0049448	movie	Law of the Streets	La loi des rues	0	1956	\N	100	Drama
tt14700694	movie	Les Silencieuses	Les Silencieuses	0	2020	\N	\N	Drama
tt13133674	movie	Ruth	Ruth	0	\N	\N	\N	Action
tt13022272	movie	El Karaoke	El Karaoke	0	2022	\N	\N	Horror
tt5955586	movie	The Unclaimed	The Unclaimed	0	\N	\N	\N	Horror
tt1455114	movie	Joyful Life	Joyful Life	0	2006	\N	54	Documentary
tt14111282	movie	Tochi Ek Samrat	Tochi Ek Samrat	0	2000	\N	\N	Drama
tt0336522	movie	O Grande Slam	O Grande Slam	0	1984	\N	\N	Fantasy
tt1466897	movie	Chikara yo hibike	Chikara yo hibike	0	1921	\N	\N	\N
tt0140570	movie	Murder on the Road	Step on It	0	1936	\N	57	Action,Drama,Romance
tt0490122	movie	Die Egoisten. Die reich heiraten wollen	Die Egoisten. Die reich heiraten wollen	0	1924	\N	\N	\N
tt5320124	movie	Everything Is Wonderful	Everything Is Wonderful	0	2017	\N	79	Comedy,Drama
tt2381377	movie	Vain	Vain	0	\N	\N	\N	Horror
tt0442834	movie	What Comes Around	Sen edestään löytää	0	2005	\N	75	Documentary,Drama
tt7227308	movie	Alles Andere zeigt die Zeit	Alles Andere zeigt die Zeit	0	2015	\N	95	Documentary
tt1801110	movie	The Museum of the Weird	The Museum of the Weird	0	\N	\N	\N	Fantasy
tt7153466	movie	sti xagi kai sti feksi o stolos sas na feksei	sti xagi kai sti feksi o stolos sas na feksei	0	1998	\N	\N	\N
tt0144642	movie	To Die Quietly	To Die Quietly	0	1997	\N	\N	\N
tt2072065	movie	Black Smoke Rising	Black Smoke Rising	0	2012	\N	103	Drama
tt2100449	movie	Girls Gone Wild: All New College Girls Exposed Vol 6	Girls Gone Wild: All New College Girls Exposed Vol 6	1	2009	\N	\N	\N
tt1235855	movie	A Mysterious World	Un mundo misterioso	0	2011	\N	107	Drama
tt0105233	movie	Remington	Remington	0	1988	\N	80	Drama
tt0375116	movie	The World's Greatest Monster	Svjetsko cudoviste	0	2003	\N	72	Drama
tt6546996	movie	Before They Act	Before They Act	0	\N	\N	\N	\N
tt0236461	movie	Maangamizi: The Ancient One	Maangamizi: The Ancient One	0	2001	\N	110	Drama
tt6613952	movie	Encounter	Encounter	0	2018	\N	92	Drama,Sci-Fi
tt3267194	movie	The Immortalists	The Immortalists	0	2014	\N	78	Documentary,Drama
tt9515740	movie	Kronin	Kronin	0	\N	\N	\N	Horror
tt11147294	movie	It's Me	It's Me	0	2020	\N	\N	Documentary,Drama,War
tt0039897	movie	Things Happen at Night	Things Happen at Night	0	1948	\N	79	Comedy,Horror
tt1189893	movie	Ilya and the Robber	Ilya Muromets i Solovey Razboynik	0	2007	\N	80	Adventure,Animation,Comedy
tt0085687	movie	Horizons	Omnisphere	0	1983	\N	\N	\N
tt0076824	movie	Tigres de papel	Tigres de papel	0	1977	\N	93	Comedy,Drama
tt8668670	movie	Rise - Dharuriser	Rise - Dharuriser	0	2019	\N	119	Action,Drama,Family
tt6923782	movie	Never Again a Tomorrow	Aldrig mere i morgen	0	2017	\N	96	Drama
tt0170325	movie	The Illustrated Guide	Obrazový prùvodce	0	1960	\N	\N	Documentary
tt0266916	movie	Rußlandbilder	Rußlandbilder	0	1994	\N	\N	Documentary
tt0034349	movie	Az utolsó dal	Az utolsó dal	0	1942	\N	74	\N
tt0867411	movie	Ranchero	Ranchero	0	2008	\N	95	Crime,Drama
tt0241030	movie	Das verliebte Hotel	Das verliebte Hotel	0	1933	\N	86	\N
tt1759734	movie	Sawdust City	Sawdust City	0	2011	\N	97	Drama
tt1172998	movie	Hurricane Season	Hurricane Season	0	2009	\N	102	Drama,Sport
tt0056817	movie	An Alibi for Death	Ein Alibi zerbricht	0	1963	\N	97	Crime,Drama
tt0074991	movie	Obsession	Obsession	0	1976	\N	98	Drama,Mystery,Thriller
tt10133676	movie	Raja Mariyathai	Raja Mariyathai	0	1987	\N	\N	Drama
tt8582352	movie	Barbacana, on the Trail of the Wolf	Barbacana, la huella del lobo	0	2018	\N	75	Documentary
tt7901246	movie	Goodbye... And Goodnight	Goodbye... And Goodnight	0	2018	\N	70	Documentary
tt6436726	movie	7500	7500	0	2019	\N	93	Action,Drama,Thriller
tt0130632	movie	Double Action Daniels	Double Action Daniels	0	1925	\N	\N	Western
tt1562384	movie	Murakami kîken	Murakami kîken	0	1917	\N	\N	\N
tt0280807	movie	Kadinlar hayir derse	Kadinlar hayir derse	0	1975	\N	66	Comedy,Romance
tt14562588	movie	A Vingança de um Tropeiro	A Vingança de um Tropeiro	0	2016	\N	\N	Western
tt3322516	movie	Marriage Is for the Byrds	Marriage Is For The Byrds	0	\N	\N	90	Comedy
tt14840200	movie	Karma Cafe	Karma Cafe	0	2021	\N	130	Comedy,Drama
tt1808474	movie	Sinister Visions	Sinister Visions	0	2013	\N	85	Fantasy,Horror,Thriller
tt11093092	movie	Vuelve a la vida	Vuelve a la vida	0	\N	\N	\N	Comedy,Drama
tt0337668	movie	Magnus Opus	Magnus Opus	0	2003	\N	99	Comedy,Drama
tt0061633	movie	Strange Voyage	El extraño viaje	0	1964	\N	92	Comedy,Crime
tt0486649	movie	Sex and Guilt	Sex and Guilt	0	2005	\N	82	Comedy,Drama
tt2199735	movie	Da Vinci Code Exposed: What They Don't Want You to Know	Da Vinci Code Exposed: What They Don't Want You to Know	0	2011	\N	250	Documentary
tt0251412	movie	Stageghost	Stageghost	0	2000	\N	104	Thriller,Western
tt0090086	movie	The Strange Case of Dr. Jekyll and Mr. Hyde	Strannaya istoriya doktora Dzhekila i mistera Khayda	0	1986	\N	92	Mystery,Sci-Fi
tt4128474	movie	Sycamore	Sycamore	0	2015	\N	97	Comedy,Drama,Romance
tt4481480	movie	Deborah	Deborah	0	\N	\N	\N	Action,Drama,History
tt1617085	movie	Actor's Life	Actor's Life	0	\N	\N	\N	Documentary,Drama
tt15832390	movie	Corazón de Padre	Corazón de Padre	0	2022	\N	\N	Documentary
tt4191958	movie	Art of the Fantastic: A Journey Into Creation	Art of the Fantastic: A Journey Into Creation	0	2020	\N	61	Biography,Documentary,Fantasy
tt14126610	movie	Quo Vadis? I	Quo Vadis? I	0	2020	\N	86	Biography
tt7549450	movie	Ghat Ghat Ka Paani	Ghat Ghat Ka Paani	0	2017	\N	68	Documentary
tt12879768	movie	Miracle Comeback: The Story of Brandon G	Miracle Comeback: The Story of Brandon G	0	\N	\N	\N	Drama
tt10080270	movie	Killing Sarai	En Brazos de un Asesino	0	2019	\N	106	Romance,Thriller
tt1842508	movie	The Message	The Message	0	2011	\N	94	Drama,Family,Mystery
tt0465472	movie	The Gerson Miracle	The Gerson Miracle	0	2004	\N	91	Documentary
tt0258066	movie	Quando as Mulheres Querem Provas	Quando as Mulheres Querem Provas	0	1975	\N	90	Comedy
tt1966575	movie	Sole Survivor	Sole Survivor	0	2013	\N	91	Documentary
tt3509174	movie	Karishma: Jamal Tree	Karishma: Jamal Tree	0	1982	\N	\N	Drama
tt0103219	movie	Vne	Vne	0	1991	\N	125	Drama
tt14939152	movie	Prospect House	Prospect House	0	\N	\N	\N	Thriller
tt13325550	movie	Go, Cat, Go!	Go, Cat, Go!	0	\N	\N	\N	Documentary
tt0170118	movie	Konecná stanice	Konecná stanice	0	1981	\N	83	Drama
tt14949622	movie	Flunk: The Exchange	Flunk: The Exchange	0	2021	\N	105	Drama
tt1055362	movie	American Harmony	American Harmony	0	2009	\N	86	Documentary,Music
tt0035736	movie	China poblana	China poblana	0	1944	\N	92	Drama
tt7383482	movie	Das kleine Welttheater	Das kleine Welttheater	0	1970	\N	\N	Documentary
tt6361988	movie	2015 Dancing Dolls a Christmas Story	2015 Dancing Dolls a Christmas Story	0	2015	\N	\N	Family
